perfume_id,brand,perfume_name,full_name,perfume_type,family,top_notes,middle_notes,base_notes,occasions,moods,professional_description,customer_query_example,all_notes
8674,Le Labo,Essence,Le Labo Essence,Absolu,Citrus,"Petitgrain, Mint, Peach, Blackcurrant","Lily, Lavender","Amber, Sandalwood","office, casual","luxurious, sophisticated","Le Labo Essence is a captivating Citrus fragrance. It opens with vibrant notes of Petitgrain, Mint, Peach and Blackcurrant. The heart reveals Lily and Lavender. Base notes of Amber, Sandalwood provide a lasting and memorable impression.","I love Lily and Petitgrain, what should I get?","Petitgrain, Mint, Peach, Blackcurrant, Lily, Lavender, Amber, Sandalwood"
8675,Gucci,Jasmine Pure,Gucci Jasmine Pure,Pour Femme,Citrus,"Apple, Mint, Grapefruit","Violet, Rose","Incense, Labdanum, Cashmere Wood",spring,"sophisticated, confident","Gucci Jasmine Pure is a captivating Citrus fragrance. It opens with vibrant notes of Apple, Mint and Grapefruit. The heart reveals Violet and Rose. Base notes of Incense, Labdanum, Cashmere Wood provide a lasting and memorable impression.",I'm looking for something sophisticated for spring,"Apple, Mint, Grapefruit, Violet, Rose, Incense, Labdanum, Cashmere Wood"
8676,Narciso Rodriguez,Oud,Narciso Rodriguez Oud,Pour Femme,Aquatic,"Pink Pepper, Pear, Apple, Lavender","Jasmine, Orange Blossom, Peony","Musk, White Musk, Benzoin","date night, beach day","luxurious, playful","Narciso Rodriguez Oud is a captivating Aquatic fragrance. It opens with vibrant notes of Pink Pepper, Pear, Apple and Lavender. The heart reveals Jasmine, Orange Blossom and Peony. Base notes of Musk, White Musk, Benzoin provide a lasting and memorable impression.","I love Jasmine and Pink Pepper, what should I get?","Pink Pepper, Pear, Apple, Lavender, Jasmine, Orange Blossom, Peony, Musk, White Musk, Benzoin"
8677,Le Labo,Rouge Dream,Le Labo Rouge Dream,Intense,Aromatic,"Orange, Grapefruit, Basil, Rose","Peony, Tuberose","Cocoa, Oud, Amber",casual,sensual,"Le Labo Rouge Dream is a captivating Aromatic fragrance. It opens with vibrant notes of Orange, Grapefruit, Basil and Rose. The heart reveals Peony and Tuberose. Base notes of Cocoa, Oud, Amber provide a lasting and memorable impression.","I love Peony and Orange, what should I get?","Orange, Grapefruit, Basil, Rose, Peony, Tuberose, Cocoa, Oud, Amber"
8678,Tom Ford,White,Tom Ford White,Extreme,Aromatic,"Blackcurrant, Basil, Neroli","Nutmeg, Honeysuckle","Vanilla, White Musk, Tonka Bean",office,"fresh, relaxed","Tom Ford White is a captivating Aromatic fragrance. It opens with vibrant notes of Blackcurrant, Basil and Neroli. The heart reveals Nutmeg and Honeysuckle. Base notes of Vanilla, White Musk, Tonka Bean provide a lasting and memorable impression.","Need a perfume with Blackcurrant smell, good for office","Blackcurrant, Basil, Neroli, Nutmeg, Honeysuckle, Vanilla, White Musk, Tonka Bean"
8679,Armani,Velvet Mystère,Armani Velvet Mystère,Extreme,Woody,"Rose, Pink Pepper","Rose, Orange Blossom, Freesia","Oakmoss, Amber, Tonka Bean","party, date night",sensual,"Armani Velvet Mystère is a captivating Woody fragrance. It opens with vibrant notes of Rose and Pink Pepper. The heart reveals Rose, Orange Blossom and Freesia. Base notes of Oakmoss, Amber, Tonka Bean provide a lasting and memorable impression.",Need woody perfume for party and date night,"Rose, Pink Pepper, Rose, Orange Blossom, Freesia, Oakmoss, Amber, Tonka Bean"
8680,Creed,Vanilla,Creed Vanilla,Eau de Parfum,Floral,"Mandarin, Lime","Rose, Gardenia, Orchid","White Musk, Cashmere Wood, Tonka Bean",winter,"confident, romantic","Creed Vanilla is a captivating Floral fragrance. It opens with vibrant notes of Mandarin and Lime. The heart reveals Rose, Gardenia and Orchid. Base notes of White Musk, Cashmere Wood, Tonka Bean provide a lasting and memorable impression.",I'm looking for something confident for winter,"Mandarin, Lime, Rose, Gardenia, Orchid, White Musk, Cashmere Wood, Tonka Bean"
8681,Givenchy,Rouge Musk,Givenchy Rouge Musk,Intense,Floral,"Orange, Jasmine, Apple, Blackcurrant","Lily, Honeysuckle, Cinnamon","Musk, Vanilla",summer,energetic,"Givenchy Rouge Musk is a captivating Floral fragrance. It opens with vibrant notes of Orange, Jasmine, Apple and Blackcurrant. The heart reveals Lily, Honeysuckle and Cinnamon. Base notes of Musk, Vanilla provide a lasting and memorable impression.",Searching for a energetic scent with Orange,"Orange, Jasmine, Apple, Blackcurrant, Lily, Honeysuckle, Cinnamon, Musk, Vanilla"
8682,Yves Saint Laurent,Diamond,Yves Saint Laurent Diamond,Absolu,Floral,"Petitgrain, Neroli, Lavender","Geranium, Violet, Freesia","Vanilla, Tobacco","summer, casual","romantic, fresh","Yves Saint Laurent Diamond is a captivating Floral fragrance. It opens with vibrant notes of Petitgrain, Neroli and Lavender. The heart reveals Geranium, Violet and Freesia. Base notes of Vanilla, Tobacco provide a lasting and memorable impression.","Need a perfume with Petitgrain smell, good for summer","Petitgrain, Neroli, Lavender, Geranium, Violet, Freesia, Vanilla, Tobacco"
8683,Byredo,Noir Absolute,Byredo Noir Absolute,Eau de Parfum,Aquatic,"Mint, Apple, Pink Pepper","Rose, Nutmeg, Iris","Vanilla, Benzoin",spring,bold,"Byredo Noir Absolute is a captivating Aquatic fragrance. It opens with vibrant notes of Mint, Apple and Pink Pepper. The heart reveals Rose, Nutmeg and Iris. Base notes of Vanilla, Benzoin provide a lasting and memorable impression.",Looking for spring fragrance with Vanilla base,"Mint, Apple, Pink Pepper, Rose, Nutmeg, Iris, Vanilla, Benzoin"
8684,Chanel,Pure Musk,Chanel Pure Musk,Intense,Aromatic,"Rose, Jasmine","Lily, Rose","Incense, Labdanum, Cedar",beach day,"playful, warm","Chanel Pure Musk is a captivating Aromatic fragrance. It opens with vibrant notes of Rose and Jasmine. The heart reveals Lily and Rose. Base notes of Incense, Labdanum, Cedar provide a lasting and memorable impression.",Looking for beach day fragrance with Incense base,"Rose, Jasmine, Lily, Rose, Incense, Labdanum, Cedar"
8685,Gucci,Essence Intense,Gucci Essence Intense,Absolu,Gourmand,"Saffron, Lavender, Neroli","Peony, Magnolia","Tonka Bean, Oud, Leather",evening,"luxurious, sensual","Gucci Essence Intense is a captivating Gourmand fragrance. It opens with vibrant notes of Saffron, Lavender and Neroli. The heart reveals Peony and Magnolia. Base notes of Tonka Bean, Oud, Leather provide a lasting and memorable impression.",Searching for a luxurious scent with Saffron,"Saffron, Lavender, Neroli, Peony, Magnolia, Tonka Bean, Oud, Leather"
8686,Le Labo,Royal Sensation,Le Labo Royal Sensation,Intense,Chypre,"Petitgrain, Lemon, Saffron, Blackcurrant","Orchid, Magnolia, Orange Blossom","Praline, Cocoa","night out, spring","sophisticated, playful","Le Labo Royal Sensation is a captivating Chypre fragrance. It opens with vibrant notes of Petitgrain, Lemon, Saffron and Blackcurrant. The heart reveals Orchid, Magnolia and Orange Blossom. Base notes of Praline, Cocoa provide a lasting and memorable impression.",Looking for night out fragrance with Praline base,"Petitgrain, Lemon, Saffron, Blackcurrant, Orchid, Magnolia, Orange Blossom, Praline, Cocoa"
8687,Givenchy,Exotic,Givenchy Exotic,Eau de Parfum,Fresh,"Bergamot, Blackcurrant, Lime","Cardamom, Clove, Orchid","Benzoin, Patchouli","office, formal event",playful,"Givenchy Exotic is a captivating Fresh fragrance. It opens with vibrant notes of Bergamot, Blackcurrant and Lime. The heart reveals Cardamom, Clove and Orchid. Base notes of Benzoin, Patchouli provide a lasting and memorable impression.",Need fresh with Cardamom for office,"Bergamot, Blackcurrant, Lime, Cardamom, Clove, Orchid, Benzoin, Patchouli"
8688,Maison Francis Kurkdjian,Wild,Maison Francis Kurkdjian Wild,Eau de Toilette,Woody,"Jasmine, Cardamom, Rose, Pink Pepper","Magnolia, Freesia","Amber, Patchouli, Musk",party,"confident, sensual","Maison Francis Kurkdjian Wild is a captivating Woody fragrance. It opens with vibrant notes of Jasmine, Cardamom, Rose and Pink Pepper. The heart reveals Magnolia and Freesia. Base notes of Amber, Patchouli, Musk provide a lasting and memorable impression.",Looking for party fragrance with Amber base,"Jasmine, Cardamom, Rose, Pink Pepper, Magnolia, Freesia, Amber, Patchouli, Musk"
8689,Calvin Klein,Diamond,Calvin Klein Diamond,Pour Homme,Floral,"Apple, Grapefruit, Pink Pepper","Iris, Rose, Jasmine","Incense, Labdanum, Oud",daily wear,"elegant, romantic","Calvin Klein Diamond is a captivating Floral fragrance. It opens with vibrant notes of Apple, Grapefruit and Pink Pepper. The heart reveals Iris, Rose and Jasmine. Base notes of Incense, Labdanum, Oud provide a lasting and memorable impression.",What has Incense and works for daily wear?,"Apple, Grapefruit, Pink Pepper, Iris, Rose, Jasmine, Incense, Labdanum, Oud"
8690,Givenchy,Paradise,Givenchy Paradise,Extreme,Fresh,"Saffron, Jasmine","Orchid, Rose, Iris","Tobacco, Vanilla",wedding,"mysterious, elegant","Givenchy Paradise is a captivating Fresh fragrance. It opens with vibrant notes of Saffron and Jasmine. The heart reveals Orchid, Rose and Iris. Base notes of Tobacco, Vanilla provide a lasting and memorable impression.","Something perfect for wedding, makes me feel mysterious","Saffron, Jasmine, Orchid, Rose, Iris, Tobacco, Vanilla"
8691,Chanel,Enigma Absolute,Chanel Enigma Absolute,Unisex,Aromatic,"Peach, Bergamot, Cardamom, Lemon","Orange Blossom, Cinnamon, Magnolia","Cocoa, Praline","beach day, wedding","luxurious, relaxed","Chanel Enigma Absolute is a captivating Aromatic fragrance. It opens with vibrant notes of Peach, Bergamot, Cardamom and Lemon. The heart reveals Orange Blossom, Cinnamon and Magnolia. Base notes of Cocoa, Praline provide a lasting and memorable impression.","Need a perfume with Peach smell, good for beach day","Peach, Bergamot, Cardamom, Lemon, Orange Blossom, Cinnamon, Magnolia, Cocoa, Praline"
8692,Lancôme,Dream,Lancôme Dream,Eau de Parfum,Oriental,"Neroli, Orange, Basil, Peach","Lily, Peony","Vanilla, Incense",romantic dinner,"relaxed, mysterious","Lancôme Dream is a captivating Oriental fragrance. It opens with vibrant notes of Neroli, Orange, Basil and Peach. The heart reveals Lily and Peony. Base notes of Vanilla, Incense provide a lasting and memorable impression.",Need oriental with Lily for romantic dinner,"Neroli, Orange, Basil, Peach, Lily, Peony, Vanilla, Incense"
8693,Jean Paul Gaultier,Paradise Pure,Jean Paul Gaultier Paradise Pure,Absolu,Chypre,"Pink Pepper, Orange, Bergamot","Rose, Cardamom, Peony","Oud, Vanilla, Cocoa","party, wedding",confident,"Jean Paul Gaultier Paradise Pure is a captivating Chypre fragrance. It opens with vibrant notes of Pink Pepper, Orange and Bergamot. The heart reveals Rose, Cardamom and Peony. Base notes of Oud, Vanilla, Cocoa provide a lasting and memorable impression.","Want to smell confident and confident, maybe something chypre","Pink Pepper, Orange, Bergamot, Rose, Cardamom, Peony, Oud, Vanilla, Cocoa"
8694,Calvin Klein,Jasmine Intense,Calvin Klein Jasmine Intense,Eau de Toilette,Green,"Saffron, Lemon, Pear","Cardamom, Iris, Peony","Praline, Vetiver",spring,warm,"Calvin Klein Jasmine Intense is a captivating Green fragrance. It opens with vibrant notes of Saffron, Lemon and Pear. The heart reveals Cardamom, Iris and Peony. Base notes of Praline, Vetiver provide a lasting and memorable impression.",Need green with Cardamom for spring,"Saffron, Lemon, Pear, Cardamom, Iris, Peony, Praline, Vetiver"
8695,Armani,Royal Homme,Armani Royal Homme,Unisex,Woody,"Basil, Peach, Lime","Lavender, Cardamom","Oakmoss, Incense","summer, evening","mysterious, playful","Armani Royal Homme is a captivating Woody fragrance. It opens with vibrant notes of Basil, Peach and Lime. The heart reveals Lavender and Cardamom. Base notes of Oakmoss, Incense provide a lasting and memorable impression.",I'm looking for something mysterious for summer,"Basil, Peach, Lime, Lavender, Cardamom, Oakmoss, Incense"
8696,Marc Jacobs,Passion,Marc Jacobs Passion,Eau de Toilette,Gourmand,"Peach, Bergamot, Cardamom, Lemon","Cardamom, Tuberose","Cedar, Benzoin",summer,"dreamy, confident","Marc Jacobs Passion is a captivating Gourmand fragrance. It opens with vibrant notes of Peach, Bergamot, Cardamom and Lemon. The heart reveals Cardamom and Tuberose. Base notes of Cedar, Benzoin provide a lasting and memorable impression.","I love Cardamom and Peach, what should I get?","Peach, Bergamot, Cardamom, Lemon, Cardamom, Tuberose, Cedar, Benzoin"
8697,Armani,Intense Femme,Armani Intense Femme,Elixir,Gourmand,"Peach, Lemon, Pear, Apple","Nutmeg, Magnolia","Tonka Bean, Sandalwood",casual,"sophisticated, fresh","Armani Intense Femme is a captivating Gourmand fragrance. It opens with vibrant notes of Peach, Lemon, Pear and Apple. The heart reveals Nutmeg and Magnolia. Base notes of Tonka Bean, Sandalwood provide a lasting and memorable impression.","Want to smell sophisticated and fresh, maybe something gourmand","Peach, Lemon, Pear, Apple, Nutmeg, Magnolia, Tonka Bean, Sandalwood"
8698,Maison Francis Kurkdjian,Essence Noir,Maison Francis Kurkdjian Essence Noir,Eau de Toilette,Green,"Grapefruit, Orange, Lavender","Orange Blossom, Rose","Cashmere Wood, Oakmoss",date night,dreamy,"Maison Francis Kurkdjian Essence Noir is a captivating Green fragrance. It opens with vibrant notes of Grapefruit, Orange and Lavender. The heart reveals Orange Blossom and Rose. Base notes of Cashmere Wood, Oakmoss provide a lasting and memorable impression.","Want to smell dreamy and dreamy, maybe something green","Grapefruit, Orange, Lavender, Orange Blossom, Rose, Cashmere Wood, Oakmoss"
8699,Hugo Boss,Dream,Hugo Boss Dream,Extreme,Aquatic,"Pink Pepper, Mandarin, Bergamot, Saffron","Magnolia, Orchid, Iris","Cashmere Wood, Benzoin, Tonka Bean","beach day, fall","sensual, energetic","Hugo Boss Dream is a captivating Aquatic fragrance. It opens with vibrant notes of Pink Pepper, Mandarin, Bergamot and Saffron. The heart reveals Magnolia, Orchid and Iris. Base notes of Cashmere Wood, Benzoin, Tonka Bean provide a lasting and memorable impression.","Something perfect for beach day, makes me feel sensual","Pink Pepper, Mandarin, Bergamot, Saffron, Magnolia, Orchid, Iris, Cashmere Wood, Benzoin, Tonka Bean"
8700,Cartier,Orchid,Cartier Orchid,Eau de Toilette,Aquatic,"Basil, Petitgrain, Mint","Nutmeg, Iris, Geranium","Ambergris, Tonka Bean, Oakmoss","summer, formal event","elegant, warm","Cartier Orchid is a captivating Aquatic fragrance. It opens with vibrant notes of Basil, Petitgrain and Mint. The heart reveals Nutmeg, Iris and Geranium. Base notes of Ambergris, Tonka Bean, Oakmoss provide a lasting and memorable impression.",What has Ambergris and works for summer?,"Basil, Petitgrain, Mint, Nutmeg, Iris, Geranium, Ambergris, Tonka Bean, Oakmoss"
8701,Lancôme,Nectar,Lancôme Nectar,Eau de Toilette,Oriental,"Pear, Pink Pepper, Basil, Apple","Orchid, Violet","Cocoa, Tobacco",casual,relaxed,"Lancôme Nectar is a captivating Oriental fragrance. It opens with vibrant notes of Pear, Pink Pepper, Basil and Apple. The heart reveals Orchid and Violet. Base notes of Cocoa, Tobacco provide a lasting and memorable impression.","Something perfect for casual, makes me feel relaxed","Pear, Pink Pepper, Basil, Apple, Orchid, Violet, Cocoa, Tobacco"
8702,Armani,Le Oud,Armani Le Oud,Elixir,Gourmand,"Cardamom, Pear, Mandarin","Iris, Cinnamon","Patchouli, Labdanum","fall, office","confident, mysterious","Armani Le Oud is a captivating Gourmand fragrance. It opens with vibrant notes of Cardamom, Pear and Mandarin. The heart reveals Iris and Cinnamon. Base notes of Patchouli, Labdanum provide a lasting and memorable impression.",Need gourmand with Iris for fall,"Cardamom, Pear, Mandarin, Iris, Cinnamon, Patchouli, Labdanum"
8703,Bvlgari,Pure,Bvlgari Pure,Extreme,Citrus,"Neroli, Pink Pepper, Basil","Ylang-ylang, Nutmeg, Cardamom","Cocoa, Vetiver",night out,"sensual, sophisticated","Bvlgari Pure is a captivating Citrus fragrance. It opens with vibrant notes of Neroli, Pink Pepper and Basil. The heart reveals Ylang-ylang, Nutmeg and Cardamom. Base notes of Cocoa, Vetiver provide a lasting and memorable impression.",Need citrus perfume for night out and night out,"Neroli, Pink Pepper, Basil, Ylang-ylang, Nutmeg, Cardamom, Cocoa, Vetiver"
8704,Jo Malone,Pure,Jo Malone Pure,Unisex,Chypre,"Pear, Mint, Blackcurrant, Bergamot","Orchid, Gardenia","Oud, Cashmere Wood, Musk","spring, summer",playful,"Jo Malone Pure is a captivating Chypre fragrance. It opens with vibrant notes of Pear, Mint, Blackcurrant and Bergamot. The heart reveals Orchid and Gardenia. Base notes of Oud, Cashmere Wood, Musk provide a lasting and memorable impression.",Need chypre with Orchid for spring,"Pear, Mint, Blackcurrant, Bergamot, Orchid, Gardenia, Oud, Cashmere Wood, Musk"
8705,Thierry Mugler,Essence,Thierry Mugler Essence,Intense,Chypre,"Saffron, Apple","Honeysuckle, Clove","Benzoin, Labdanum",romantic dinner,bold,"Thierry Mugler Essence is a captivating Chypre fragrance. It opens with vibrant notes of Saffron and Apple. The heart reveals Honeysuckle and Clove. Base notes of Benzoin, Labdanum provide a lasting and memorable impression.","Need a perfume with Saffron smell, good for romantic dinner","Saffron, Apple, Honeysuckle, Clove, Benzoin, Labdanum"
8706,Byredo,Homme,Byredo Homme,Pour Femme,Citrus,"Jasmine, Lemon, Petitgrain","Geranium, Ylang-ylang, Nutmeg","Leather, White Musk, Patchouli","spring, wedding",mysterious,"Byredo Homme is a captivating Citrus fragrance. It opens with vibrant notes of Jasmine, Lemon and Petitgrain. The heart reveals Geranium, Ylang-ylang and Nutmeg. Base notes of Leather, White Musk, Patchouli provide a lasting and memorable impression.",Looking for spring fragrance with Leather base,"Jasmine, Lemon, Petitgrain, Geranium, Ylang-ylang, Nutmeg, Leather, White Musk, Patchouli"
